Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
2176,1,3,2,2,13,Southend,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,613865.86
2854,1,2,2,1,41,Northend,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,387858.14
4631,4,3,1,0,22,Midtown,Unfurnished,Yes,No,No,No,No,No,1090967.4
3434,2,1,3,3,18,Downtown,Unfurnished,Yes,Yes,No,No,Yes,No,1064760.33
2372,6,2,2,3,39,Uptown,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,833594.99
1542,5,4,2,2,20,Uptown,Furnished,Yes,No,No,No,No,No,662928.75
3934,4,2,2,3,17,Lakeview,Furnished,Yes,No,Yes,No,Yes,Yes,1391276.68
1941,6,2,2,0,19,Westside,Unfurnished,No,No,No,Yes,Yes,No,433575.55
2345,2,1,2,0,23,Lakeview,Unfurnished,Yes,No,No,Yes,No,Yes,672527.52
4001,4,1,2,2,31,Suburban,Furnished,Yes,No,Yes,No,Yes,No,788110.03
2041,5,1,2,0,43,Suburban,Furnished,Yes,Yes,Yes,Yes,Yes,No,464270.92
966,2,4,1,2,14,Rural,Furnished,Yes,No,Yes,No,No,No,247234.78
3444,3,2,1,0,43,Westside,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,649060.9
4794,1,1,3,2,30,Lakeview,Furnished,Yes,Yes,No,No,No,No,1046458.77
2091,1,3,3,2,12,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,328245.54
3315,2,3,2,2,6,Midtown,Semi-Furnished,Yes,Yes,Yes,No,Yes,Yes,935266.74
4572,6,2,2,2,24,Southend,Unfurnished,Yes,No,No,No,Yes,No,737825.86
4072,2,3,3,2,48,Northend,Unfurnished,No,Yes,Yes,Yes,Yes,No,673598.63
4836,5,3,3,1,41,Southend,Furnished,No,No,Yes,No,Yes,No,800629.65
1693,2,1,3,1,16,Northend,Unfurnished,Yes,No,No,Yes,No,Yes,292259.63
793,6,2,2,0,28,Downtown,Unfurnished,Yes,No,No,Yes,No,No,379289.95
1421,1,1,1,1,45,Lakeview,Furnished,Yes,Yes,No,Yes,Yes,No,450383.12
1838,5,3,3,1,22,Lakeview,Furnished,Yes,Yes,No,Yes,No,No,679180.17
3698,6,3,1,2,36,Northend,Furnished,Yes,Yes,Yes,No,Yes,No,429386.89
5063,4,3,1,1,20,Westside,Unfurnished,Yes,Yes,No,Yes,Yes,No,984495.49
2914,1,2,3,1,38,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,294205.66
3975,3,4,3,1,28,Eastside,Semi-Furnished,Yes,Yes,No,No,No,Yes,831511.3
2041,5,3,3,3,27,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,547101.11
2998,3,3,2,2,18,Suburban,Furnished,No,No,No,Yes,Yes,No,661219.97
1407,2,4,3,2,27,Northend,Furnished,Yes,Yes,Yes,Yes,Yes,Yes,547976.53
2993,4,4,3,0,20,Lakeview,Semi-Furnished,Yes,Yes,No,No,No,No,931020.66
2627,2,2,1,0,17,Southend,Furnished,Yes,No,No,Yes,No,No,477637.76
3588,1,4,2,2,33,Eastside,Unfurnished,No,No,Yes,Yes,Yes,No,582857.1
5147,4,4,1,1,3,Northend,Unfurnished,Yes,No,No,Yes,No,No,612933.98
4490,6,1,1,1,15,Suburban,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,933993.73
4251,1,4,2,0,46,Westside,Furnished,Yes,No,No,No,No,Yes,625485.34
2597,4,4,3,0,1,Westside,Unfurnished,No,No,Yes,Yes,No,Yes,804495.79
3674,3,2,3,1,32,Midtown,Furnished,Yes,No,No,No,No,Yes,959475.05
887,1,2,2,2,23,Midtown,Furnished,Yes,No,Yes,Yes,Yes,Yes,479914.38
798,6,1,1,1,37,Northend,Unfurnished,Yes,No,Yes,Yes,Yes,No,262172.59
4934,1,2,3,2,19,Uptown,Furnished,Yes,No,Yes,No,Yes,Yes,1389751.34
3960,2,1,3,1,24,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,767824.5
4561,6,4,3,3,11,Downtown,Furnished,No,Yes,No,Yes,Yes,Yes,1527153.4
973,5,4,3,3,40,Southend,Unfurnished,No,No,No,Yes,No,Yes,338465.78
3713,6,4,3,3,27,Southend,Furnished,Yes,Yes,No,Yes,Yes,No,681624.66
4608,1,3,1,1,9,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,1110912.92
948,6,2,1,2,0,Midtown,Semi-Furnished,Yes,No,Yes,No,Yes,No,462367.69
2721,4,1,2,1,19,Northend,Unfurnished,Yes,Yes,No,Yes,No,No,460936.37
2482,2,2,2,0,44,Rural,Furnished,No,Yes,No,Yes,Yes,No,306715.49
4111,5,1,2,1,37,Westside,Unfurnished,Yes,No,Yes,No,No,Yes,729170.75
3142,1,4,1,0,41,Northend,Furnished,Yes,No,No,Yes,Yes,Yes,473033.27
2420,3,1,2,2,11,Uptown,Semi-Furnished,Yes,No,No,No,Yes,No,586800.16
2816,6,4,1,0,5,Uptown,Unfurnished,Yes,No,No,No,No,No,900331.93
1774,2,1,1,3,3,Lakeview,Furnished,No,No,No,Yes,Yes,Yes,745122.25
2115,6,4,1,2,48,Rural,Furnished,Yes,Yes,Yes,Yes,Yes,Yes,409607.02
4118,3,3,3,1,15,Lakeview,Semi-Furnished,Yes,No,No,Yes,No,Yes,1226262.72
2806,4,4,2,1,6,Southend,Furnished,Yes,No,No,Yes,Yes,Yes,658254.79
759,2,2,1,0,49,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,87812.02
3706,2,1,1,3,41,Eastside,Semi-Furnished,No,Yes,No,Yes,No,Yes,759776.42
2012,2,4,2,3,4,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,426588.43
2628,5,4,2,2,8,Midtown,Semi-Furnished,Yes,No,No,No,No,No,707018.6
3938,6,4,1,1,18,Midtown,Unfurnished,Yes,No,No,No,Yes,No,1104136.37
2676,5,4,2,1,22,Midtown,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,521443.9
5007,1,3,3,0,8,Suburban,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,870750.87
4008,3,3,2,3,32,Midtown,Furnished,No,Yes,No,Yes,Yes,No,786606.11
3580,6,1,2,3,37,Suburban,Furnished,No,No,Yes,Yes,Yes,No,830915.13
731,6,3,1,0,41,Midtown,Semi-Furnished,Yes,No,No,No,Yes,No,349373.02
1229,1,2,3,1,48,Uptown,Furnished,Yes,No,Yes,Yes,No,No,392502.53
3512,3,2,2,0,21,Midtown,Furnished,Yes,No,No,Yes,No,No,681365.97
3429,1,2,1,3,21,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,No,405768.84
817,2,1,1,0,28,Westside,Unfurnished,Yes,No,Yes,Yes,No,No,244936.1
2030,2,1,3,1,36,Lakeview,Furnished,Yes,No,No,No,Yes,Yes,822738.17
1610,3,1,3,2,7,Midtown,Furnished,Yes,No,No,No,Yes,Yes,732515.82
1215,2,2,3,3,33,Northend,Furnished,Yes,Yes,Yes,No,No,No,344180.28
1841,1,4,2,1,4,Northend,Unfurnished,Yes,Yes,No,No,No,Yes,418987.74
3904,5,4,3,3,44,Northend,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,676026.7
3812,4,2,2,2,33,Lakeview,Furnished,Yes,Yes,Yes,No,Yes,No,863180.94
3620,6,3,3,0,27,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,469605.22
3587,6,1,1,2,0,Uptown,Furnished,Yes,No,No,Yes,Yes,No,874325.25
701,1,1,1,0,1,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,257053.4
2640,3,4,3,3,49,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,630409.18
2172,2,4,3,1,0,Northend,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,432026.53
1556,4,3,2,1,36,Rural,Unfurnished,No,No,No,Yes,Yes,No,239651.14
4171,4,4,1,1,35,Suburban,Furnished,Yes,No,Yes,Yes,Yes,Yes,774689.87
918,2,3,3,1,10,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,No,517937.23
3098,1,1,2,2,38,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,555585.41
1125,2,2,3,0,3,Westside,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,445645.94
4330,5,2,3,3,0,Eastside,Unfurnished,No,No,Yes,Yes,Yes,Yes,641106.27
2378,3,4,1,0,39,Downtown,Furnished,Yes,No,No,Yes,No,Yes,768568.85
2444,6,1,2,3,12,Midtown,Furnished,Yes,No,Yes,Yes,No,No,913731.02
3429,2,2,2,2,15,Downtown,Furnished,No,No,Yes,No,Yes,Yes,1174314.22
3267,1,1,2,2,22,Uptown,Furnished,No,No,No,Yes,Yes,No,866959.07
3883,5,4,3,2,36,Southend,Semi-Furnished,Yes,No,Yes,No,No,Yes,838455.63
4040,6,4,3,1,0,Uptown,Unfurnished,Yes,Yes,No,No,Yes,No,1107347.7
893,5,1,3,1,28,Lakeview,Unfurnished,Yes,No,Yes,No,No,No,459011.75
3356,1,2,1,3,48,Northend,Unfurnished,Yes,No,No,Yes,Yes,No,424662.05
3419,3,4,1,2,9,Midtown,Furnished,Yes,No,No,No,No,No,823669.56
3118,4,2,1,1,16,Southend,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,551550.19
1131,5,4,3,0,7,Midtown,Unfurnished,No,No,No,Yes,Yes,Yes,570536.08
3356,6,4,3,1,45,Westside,Furnished,Yes,Yes,No,Yes,Yes,Yes,712132.43
821,1,1,2,0,46,Southend,Unfurnished,Yes,No,No,Yes,Yes,Yes,203875.78
4006,6,1,1,3,15,Midtown,Semi-Furnished,Yes,No,Yes,No,No,No,900492.12
5169,6,1,1,0,29,Southend,Unfurnished,Yes,No,No,No,No,Yes,959831.17
2193,5,4,3,2,35,Rural,Furnished,Yes,Yes,No,Yes,Yes,Yes,391823.83
1563,6,1,2,2,36,Northend,Unfurnished,Yes,No,No,Yes,No,No,297478.57
3611,4,4,1,2,17,Suburban,Semi-Furnished,Yes,No,No,Yes,No,Yes,703180.33
1976,6,3,2,2,16,Westside,Unfurnished,Yes,No,No,No,Yes,No,395472.79
3417,1,4,2,0,46,Uptown,Furnished,Yes,No,No,Yes,No,Yes,878716.02
3761,5,3,3,2,22,Lakeview,Furnished,Yes,No,No,Yes,Yes,No,1207869.57
3293,1,1,3,3,10,Lakeview,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1258884.88
3586,6,1,1,1,46,Uptown,Unfurnished,Yes,No,No,Yes,Yes,Yes,764655.13
4311,1,2,1,3,30,Rural,Furnished,Yes,Yes,No,Yes,No,No,489762.58
4470,4,1,2,3,33,Uptown,Semi-Furnished,Yes,Yes,No,Yes,No,No,1071630.78
3851,1,1,2,3,43,Midtown,Furnished,No,No,No,No,Yes,Yes,703680.84
1458,6,2,2,0,39,Downtown,Semi-Furnished,Yes,No,Yes,No,No,No,497745.96
4643,3,2,2,0,44,Westside,Furnished,Yes,No,No,Yes,No,Yes,858834.84
2082,5,1,3,3,11,Suburban,Furnished,Yes,No,No,Yes,No,No,616816.92
3676,2,2,3,3,13,Downtown,Furnished,Yes,Yes,No,No,No,No,1144888.82
2916,3,3,1,2,19,Rural,Semi-Furnished,Yes,Yes,No,No,Yes,No,280649.89
959,3,3,1,2,0,Lakeview,Furnished,Yes,No,Yes,No,Yes,Yes,649781.2
2794,1,4,2,1,13,Downtown,Unfurnished,Yes,No,Yes,No,No,Yes,818048.94
2811,3,3,3,1,13,Midtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,682183.61
1729,3,3,1,0,48,Southend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,328895.98
2030,3,3,1,1,37,Northend,Semi-Furnished,Yes,No,No,Yes,No,No,411656.77
5125,1,3,2,1,20,Uptown,Furnished,No,Yes,No,Yes,No,No,1193279.95
1887,6,3,1,2,48,Westside,Unfurnished,Yes,No,No,No,No,No,468671.72
3297,3,2,2,1,43,Downtown,Semi-Furnished,Yes,No,No,No,No,No,922149.92
1863,2,4,2,1,31,Suburban,Semi-Furnished,Yes,No,No,No,Yes,No,312889.04
5002,3,2,1,3,31,Eastside,Furnished,Yes,No,No,Yes,No,Yes,729956.92
952,1,4,1,3,6,Westside,Semi-Furnished,Yes,No,No,Yes,No,Yes,283150.15
4404,6,4,1,3,11,Uptown,Semi-Furnished,Yes,Yes,No,Yes,No,No,896029.91
1077,1,4,1,3,12,Westside,Semi-Furnished,Yes,Yes,No,Yes,No,No,397579.89
4419,4,2,3,3,37,Lakeview,Semi-Furnished,Yes,No,Yes,No,No,Yes,1293838.88
3512,4,2,1,2,28,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,No,1056180.23
3764,6,2,3,3,21,Lakeview,Furnished,No,No,No,No,No,Yes,1434000.76
2431,6,3,1,3,40,Westside,Furnished,Yes,Yes,No,No,Yes,Yes,636029.43
4742,2,1,2,3,13,Rural,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,472256.04
5001,6,4,2,3,42,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,576928.38
682,5,1,2,1,46,Northend,Furnished,Yes,Yes,No,No,Yes,No,260056.04
3677,4,4,3,2,12,Lakeview,Semi-Furnished,Yes,Yes,Yes,No,Yes,Yes,1353812.21
735,3,2,3,1,47,Uptown,Unfurnished,Yes,Yes,No,No,No,No,283422.22
1137,1,4,1,3,4,Westside,Unfurnished,Yes,No,Yes,No,Yes,No,449672.73
3505,4,1,1,2,48,Lakeview,Semi-Furnished,No,No,Yes,No,No,No,1006574.95
4774,6,1,2,0,13,Uptown,Semi-Furnished,No,Yes,Yes,Yes,No,Yes,1297978.96
2979,1,4,3,3,39,Southend,Unfurnished,Yes,Yes,No,No,No,No,421906.75
3972,3,4,2,2,2,Northend,Furnished,Yes,No,No,Yes,No,No,607073.54
1024,1,3,3,3,1,Rural,Furnished,Yes,No,Yes,Yes,Yes,No,271804.97
3290,1,3,1,3,15,Suburban,Furnished,Yes,No,Yes,Yes,Yes,No,713356.51
2870,4,1,1,0,39,Southend,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,468526.31
1784,1,3,1,2,1,Eastside,Unfurnished,Yes,No,No,Yes,No,No,237529.92
2135,3,3,3,1,0,Downtown,Unfurnished,Yes,No,Yes,Yes,No,No,830174.22
2223,2,1,3,3,27,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,385913.64
2946,1,4,2,1,11,Eastside,Furnished,Yes,No,No,No,Yes,No,346502.53
4932,6,3,1,3,41,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1279791.87
4714,1,2,2,3,6,Suburban,Semi-Furnished,Yes,No,No,Yes,Yes,No,719666.82
2081,3,2,2,0,36,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,571038.28
2960,5,4,1,0,7,Rural,Unfurnished,No,No,Yes,No,No,Yes,467310.36
1079,3,1,1,3,10,Eastside,Furnished,Yes,No,Yes,Yes,Yes,Yes,311217.9
4441,4,1,2,2,8,Lakeview,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1281532.89
695,4,2,1,2,31,Midtown,Unfurnished,Yes,No,No,Yes,No,Yes,384902.55
832,2,3,1,3,27,Suburban,Furnished,No,No,No,No,Yes,Yes,223483.34
3591,1,1,3,0,37,Westside,Furnished,Yes,No,No,Yes,No,Yes,663224.81
1157,2,3,2,3,0,Midtown,Unfurnished,Yes,No,Yes,Yes,No,No,546478.38
1203,6,3,1,1,27,Suburban,Unfurnished,No,No,Yes,Yes,Yes,No,335392.03
1949,6,4,2,3,28,Westside,Furnished,Yes,No,No,No,No,No,565067.53
1752,2,1,2,2,4,Northend,Furnished,Yes,No,No,Yes,No,Yes,397302.22
1023,1,2,3,2,18,Suburban,Unfurnished,No,Yes,Yes,No,No,Yes,428781.39
2764,1,2,2,0,0,Westside,Furnished,Yes,No,Yes,Yes,Yes,No,535374.69
2922,3,2,2,1,35,Uptown,Semi-Furnished,No,No,Yes,Yes,No,Yes,605609.28
535,2,4,1,2,17,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,146786.86
1275,2,4,1,3,47,Eastside,Unfurnished,Yes,No,No,Yes,No,No,304646.76
527,4,2,1,1,34,Rural,Unfurnished,Yes,No,Yes,Yes,No,No,140670.44
585,6,4,1,0,1,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,321910.2
2735,2,2,3,2,48,Northend,Unfurnished,Yes,No,No,No,Yes,Yes,525479.02
2852,6,2,2,0,15,Southend,Semi-Furnished,No,No,No,Yes,No,Yes,599672.51
3993,3,3,1,3,21,Suburban,Furnished,Yes,Yes,No,Yes,No,No,762406.12
4781,6,2,3,0,22,Suburban,Unfurnished,Yes,Yes,No,Yes,No,No,710632.64
5153,5,1,3,1,21,Uptown,Unfurnished,Yes,No,Yes,No,Yes,No,1241261.66
3056,2,4,2,2,9,Westside,Unfurnished,No,No,No,Yes,No,No,401490.33
4812,3,1,3,3,24,Lakeview,Furnished,Yes,No,No,Yes,Yes,Yes,1227664.93
756,3,2,1,0,12,Northend,Furnished,Yes,No,Yes,Yes,Yes,No,312195.92
4306,5,2,2,1,32,Midtown,Furnished,Yes,No,No,No,No,No,1049832.92
1947,3,1,2,2,48,Suburban,Furnished,Yes,Yes,Yes,No,No,Yes,391268.84
4919,4,1,2,3,22,Uptown,Semi-Furnished,No,Yes,No,No,No,No,1243560.47
2744,5,4,3,2,31,Lakeview,Furnished,Yes,No,Yes,Yes,No,No,933425.63
5099,6,1,1,0,25,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1082075.72
3843,6,2,2,2,18,Suburban,Furnished,Yes,No,Yes,Yes,No,No,561676.11
1193,6,4,1,3,4,Southend,Unfurnished,Yes,Yes,No,No,Yes,Yes,318484.84
2565,6,4,1,1,36,Northend,Furnished,Yes,No,No,Yes,No,No,477735.56
4100,6,1,2,1,15,Uptown,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,1130384.46
4720,6,2,1,2,44,Westside,Semi-Furnished,No,Yes,Yes,Yes,Yes,No,842093.66
982,4,4,3,0,38,Eastside,Unfurnished,Yes,No,No,Yes,No,No,223587.6
4165,2,2,2,1,12,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,951293.91
3575,2,2,3,3,28,Northend,Furnished,Yes,No,No,No,No,Yes,602136.71
3174,3,2,2,2,27,Lakeview,Unfurnished,Yes,No,No,No,Yes,Yes,587955.4
2898,3,1,2,3,40,Downtown,Semi-Furnished,No,Yes,No,Yes,No,Yes,997258.39
850,6,3,1,1,39,Northend,Unfurnished,Yes,Yes,Yes,No,Yes,Yes,365183.73
1148,5,4,1,3,37,Downtown,Furnished,Yes,No,Yes,Yes,No,No,670705.44
4370,6,4,1,3,9,Uptown,Furnished,Yes,No,No,Yes,Yes,No,933719.97
727,2,4,2,1,36,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,No,198657.42
2563,1,3,3,1,17,Suburban,Furnished,Yes,No,No,No,No,Yes,686989.9
924,3,4,1,1,5,Suburban,Semi-Furnished,Yes,Yes,No,No,No,Yes,362346.25
3011,5,3,3,3,32,Suburban,Unfurnished,Yes,No,No,No,Yes,No,505064.52
2321,3,1,1,2,43,Suburban,Furnished,Yes,Yes,No,Yes,Yes,No,552344.71
4772,5,1,2,3,37,Southend,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,933936.24
3090,2,2,2,0,27,Uptown,Unfurnished,No,Yes,No,Yes,No,No,820160.03
3056,3,4,1,2,15,Midtown,Furnished,Yes,No,No,Yes,No,No,807859.28
2085,6,4,2,1,26,Westside,Unfurnished,Yes,No,No,Yes,No,No,457069.77
2178,3,4,3,0,7,Suburban,Semi-Furnished,Yes,Yes,No,No,No,Yes,501228.95
5159,1,3,3,0,25,Southend,Unfurnished,Yes,Yes,No,Yes,No,Yes,728298.94
2780,2,1,1,0,43,Rural,Furnished,Yes,No,No,No,Yes,No,278171.37
4249,5,2,1,1,37,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,820487.08
3038,1,2,1,3,20,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,947837.42
1516,5,2,2,2,45,Downtown,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,650379.58
943,3,4,3,3,32,Westside,Furnished,Yes,No,Yes,Yes,No,No,352523.16
2567,4,4,3,1,27,Eastside,Unfurnished,Yes,Yes,No,Yes,Yes,No,518053.56
4182,3,2,2,0,30,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1235126.02
4298,2,2,2,0,6,Downtown,Unfurnished,Yes,No,No,Yes,Yes,No,1184867.13
4127,6,2,2,3,9,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,No,1223888.4
610,5,1,3,3,35,Downtown,Unfurnished,No,No,No,No,Yes,No,390462.55
3034,1,4,2,3,42,Midtown,Furnished,Yes,Yes,No,No,No,No,789622.27
588,3,2,3,2,46,Downtown,Unfurnished,Yes,No,Yes,No,Yes,Yes,456698.39
3890,5,4,2,0,43,Midtown,Unfurnished,No,No,No,Yes,Yes,Yes,917918.86
2441,1,1,1,3,10,Lakeview,Semi-Furnished,Yes,No,Yes,No,No,Yes,703881.72
3810,3,1,1,3,20,Suburban,Furnished,Yes,Yes,Yes,No,No,Yes,625039.93
571,4,3,2,0,23,Uptown,Furnished,Yes,No,No,Yes,No,No,384264.87
1321,4,3,1,3,39,Downtown,Semi-Furnished,Yes,Yes,No,No,No,No,583529.8
3970,6,4,1,1,13,Southend,Semi-Furnished,Yes,No,Yes,No,No,No,489225.77
1315,3,4,2,0,31,Westside,Unfurnished,Yes,No,No,No,Yes,No,309848.49
903,2,4,1,1,43,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,211224.72
2198,4,2,2,1,16,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,492886.88
4846,5,4,3,3,17,Southend,Unfurnished,No,No,No,No,No,Yes,898439.05
3416,2,4,1,3,3,Northend,Furnished,Yes,No,No,No,Yes,No,552806.86
2542,2,2,1,0,36,Suburban,Semi-Furnished,No,No,No,No,No,No,405152.74
2453,3,3,1,1,28,Westside,Unfurnished,Yes,Yes,Yes,No,Yes,No,557818.26
3793,5,2,1,0,43,Westside,Furnished,Yes,No,No,Yes,No,No,735106.56
4202,5,1,3,0,41,Rural,Semi-Furnished,Yes,No,No,Yes,No,Yes,575929.24
3753,1,1,2,0,15,Midtown,Furnished,Yes,Yes,No,Yes,No,No,851371.68
4301,4,4,2,2,41,Downtown,Furnished,Yes,No,No,No,No,No,1328959.5
755,4,4,2,1,18,Uptown,Furnished,Yes,Yes,No,No,Yes,No,389932.2
2431,2,4,2,1,46,Uptown,Furnished,Yes,No,No,No,No,No,729520.72
1611,2,2,1,2,29,Midtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,377055.33
1372,3,3,3,0,5,Westside,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,359242.0
5087,5,2,1,3,46,Westside,Furnished,Yes,No,Yes,Yes,Yes,No,854609.18
2061,4,4,3,0,18,Eastside,Unfurnished,Yes,No,Yes,No,Yes,No,451391.17
4957,1,3,2,3,45,Northend,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,609467.37
1393,4,1,3,0,19,Downtown,Furnished,Yes,No,No,Yes,Yes,Yes,631932.41
3184,4,3,2,3,9,Northend,Furnished,No,No,No,Yes,No,Yes,619769.2
1746,6,3,2,1,44,Southend,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,529438.38
1246,6,2,3,3,19,Northend,Furnished,Yes,No,No,No,Yes,No,394307.32
4553,4,3,3,2,8,Northend,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,724815.37
4585,2,3,2,2,22,Lakeview,Furnished,Yes,No,No,No,Yes,No,1263565.77
1506,5,1,3,0,38,Downtown,Unfurnished,Yes,Yes,No,Yes,Yes,No,695199.71
3240,5,3,3,1,2,Lakeview,Semi-Furnished,Yes,No,No,Yes,Yes,No,1045878.22
4810,4,2,1,0,26,Eastside,Semi-Furnished,Yes,No,No,No,No,No,585311.58
4822,5,1,3,2,20,Southend,Unfurnished,Yes,Yes,No,Yes,Yes,No,769035.75
1390,3,3,2,3,10,Lakeview,Furnished,No,Yes,No,No,No,Yes,810539.28
2991,2,4,3,2,17,Rural,Furnished,Yes,No,Yes,Yes,Yes,No,486579.47
3376,2,3,3,3,34,Midtown,Furnished,Yes,No,No,No,Yes,Yes,796283.72
2131,5,1,1,0,43,Northend,Furnished,No,No,Yes,Yes,No,Yes,375747.11
4203,4,3,1,2,32,Northend,Semi-Furnished,Yes,Yes,No,No,Yes,No,497900.24
2526,4,1,2,3,35,Eastside,Furnished,No,No,Yes,No,No,No,518950.17
4607,6,1,3,0,34,Northend,Unfurnished,Yes,No,No,No,No,No,655280.96
3822,4,2,3,2,43,Rural,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,438292.7
1241,5,3,1,1,16,Suburban,Furnished,Yes,Yes,Yes,No,Yes,No,322377.1
3508,4,4,3,2,14,Rural,Furnished,Yes,Yes,Yes,No,No,Yes,460834.69
2476,6,1,3,3,17,Westside,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,661660.7
4162,6,1,3,3,26,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,685290.01
4300,5,2,2,0,15,Suburban,Furnished,Yes,Yes,No,No,Yes,No,967877.79
4071,1,2,1,1,22,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,1173793.24
3411,6,2,2,3,30,Lakeview,Furnished,Yes,No,No,No,Yes,Yes,1360991.63
3584,5,1,2,1,44,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,650997.27
1273,3,4,2,3,36,Downtown,Unfurnished,No,No,No,Yes,No,No,528112.73
2644,4,1,3,0,46,Northend,Semi-Furnished,No,No,No,Yes,Yes,Yes,408551.23
1492,4,2,2,0,19,Westside,Semi-Furnished,Yes,No,No,Yes,No,No,434317.75
2338,2,2,2,3,32,Suburban,Unfurnished,Yes,No,No,Yes,No,No,381461.79
4313,6,2,3,3,9,Midtown,Furnished,Yes,No,No,No,No,Yes,1241619.9
3821,5,2,3,2,49,Southend,Semi-Furnished,No,No,No,Yes,Yes,Yes,632430.89
4342,1,1,1,1,5,Eastside,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,614325.95
3753,4,2,3,0,1,Rural,Semi-Furnished,Yes,Yes,No,Yes,No,No,464497.16
2375,2,4,3,0,22,Westside,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,480214.93
3737,5,4,2,2,31,Northend,Furnished,Yes,Yes,Yes,Yes,No,No,480256.05
503,2,1,1,2,20,Downtown,Unfurnished,Yes,No,No,No,No,Yes,350699.0
664,1,2,3,1,41,Midtown,Unfurnished,Yes,Yes,No,No,No,Yes,364323.0
4939,5,3,1,0,35,Downtown,Semi-Furnished,Yes,Yes,Yes,No,No,No,1315433.38
2397,4,3,2,1,0,Suburban,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,645821.75
3740,5,1,1,1,44,Eastside,Semi-Furnished,Yes,No,No,Yes,No,Yes,645987.66
3067,4,2,3,2,33,Rural,Furnished,Yes,No,No,No,Yes,Yes,489562.41
4007,3,4,3,1,37,Eastside,Furnished,Yes,No,Yes,Yes,Yes,Yes,500486.66
3059,4,2,2,0,33,Midtown,Unfurnished,Yes,No,No,Yes,No,No,770833.54
1838,2,4,1,3,2,Lakeview,Unfurnished,Yes,Yes,No,Yes,No,No,748061.03
5137,1,4,2,3,11,Northend,Unfurnished,Yes,No,No,Yes,Yes,No,783373.71
